,Order Date,Product Name,Category,Region,Quantity,Sales,Profit
2651,2023-05-03,Tablet,Electronics,South,6,2100,268.4
2652,2024-05-10,Laptop,Electronics,North,1,1054,288.15
2653,2022-08-18,Smartwatch,Electronics,West,6,7026,1814.21
2654,2022-07-14,Camera,Electronics,North,9,513,151.87
2655,2024-04-29,Headphones,Accessories,South,2,2244,353.83
2656,2024-02-22,Smartphone,Electronics,North,5,1785,134.95
2657,2023-06-24,Keyboard,Accessories,South,5,725,77.91
2658,2024-11-13,Smartphone,Electronics,North,4,2516,689.29
2659,2023-05-29,Monitor,Accessories,East,8,6256,1152.99
2660,2023-06-11,Camera,Electronics,North,2,452,74.34
2661,2022-03-05,Laptop,Electronics,South,7,5285,1338.58
2662,2023-03-19,Smartphone,Electronics,North,6,4872,786.79
2663,2023-08-22,Keyboard,Accessories,East,5,2495,164.56
2664,2022-02-19,Monitor,Accessories,West,1,442,82.73
2665,2024-09-17,Printer,Office,East,9,8595,1312.19
2666,2022-04-08,Keyboard,Accessories,East,4,3528,411.5
2667,2024-06-10,Laptop,Electronics,North,7,7777,746.84
2668,2022-11-05,Smartwatch,Electronics,South,4,2008,451.68
2669,2022-05-03,Mouse,Accessories,North,2,596,41.37
2670,2024-12-25,Smartwatch,Electronics,East,9,4950,1402.67
2671,2024-06-16,Keyboard,Accessories,South,2,630,86.07
2672,2024-07-05,Camera,Electronics,North,6,6144,754.18
2673,2023-12-03,Monitor,Accessories,North,1,140,24.21
2674,2024-01-30,Headphones,Accessories,East,2,2014,215.06
2675,2024-08-06,Mouse,Accessories,West,2,384,99.02
2676,2022-01-18,Printer,Office,East,7,3780,351.51
2677,2023-02-28,Monitor,Accessories,West,7,5047,915.75
2678,2022-08-27,Headphones,Accessories,South,3,2658,175.89
2679,2023-10-14,Mouse,Accessories,West,8,528,53.91
2680,2022-06-23,Keyboard,Accessories,East,9,6507,1045.14
2681,2023-06-02,Camera,Electronics,South,7,5887,1035.5
2682,2023-08-13,Headphones,Accessories,East,8,8224,1679.16
2683,2022-03-12,Laptop,Electronics,South,3,723,115.25
2684,2023-06-03,Mouse,Accessories,North,2,2272,504.72
2685,2022-07-03,Keyboard,Accessories,East,9,8640,1963.34
2686,2023-09-14,Camera,Electronics,North,8,2984,631.81
2687,2022-04-28,Smartphone,Electronics,East,2,606,150.95
2688,2022-04-08,Monitor,Accessories,West,2,170,48.69
2689,2022-03-21,Headphones,Accessories,East,9,5283,1550.3
2690,2023-02-27,Smartwatch,Electronics,West,6,1350,356.88
2691,2022-11-28,Headphones,Accessories,South,4,2500,467.34
2692,2022-02-11,Camera,Electronics,North,4,4648,689.85
2693,2023-05-21,Printer,Office,North,5,650,93.41
2694,2022-09-14,Monitor,Accessories,North,2,1538,97.15
2695,2024-06-15,Smartwatch,Electronics,East,4,3928,325.32
2696,2022-03-23,Headphones,Accessories,North,2,2258,175.86
2697,2022-06-09,Monitor,Accessories,West,9,2988,447.93
2698,2023-04-07,Headphones,Accessories,South,8,4136,810.82
2699,2023-10-22,Mouse,Accessories,South,7,3605,387.82
2700,2023-08-10,Smartwatch,Electronics,West,3,1656,469.28
2701,2022-12-24,Printer,Office,West,8,7072,2113.06
2702,2024-09-04,Keyboard,Accessories,South,8,5368,542.52
2703,2024-01-22,Laptop,Electronics,East,4,1356,374.79
2704,2024-06-26,Printer,Office,South,6,1326,338.66
2705,2024-10-26,Printer,Office,East,1,730,55.72
2706,2024-05-10,Headphones,Accessories,South,4,4664,294.05
2707,2023-12-04,Laptop,Electronics,North,8,3528,593.11
2708,2023-03-19,Mouse,Accessories,West,3,1497,190.59
2709,2023-04-21,Tablet,Electronics,North,3,2628,781.94
2710,2022-11-12,Laptop,Electronics,West,4,4196,655.29
2711,2022-08-02,Monitor,Accessories,South,7,1204,317.12
2712,2023-08-23,Printer,Office,West,7,7119,1555.05
2713,2024-05-12,Tablet,Electronics,West,8,1848,351.02
2714,2024-05-24,Tablet,Electronics,South,4,2232,531.12
2715,2024-12-19,Mouse,Accessories,West,6,5190,898.86
2716,2022-01-28,Smartphone,Electronics,West,3,1830,403.42
2717,2022-01-29,Mouse,Accessories,West,1,1033,302.68
2718,2022-11-01,Smartwatch,Electronics,South,7,2324,611.7
2719,2023-06-04,Keyboard,Accessories,North,2,1942,235.42
2720,2022-03-27,Printer,Office,South,7,5740,1615.9
2721,2022-10-22,Smartwatch,Electronics,South,9,6435,1096.88
2722,2022-03-29,Mouse,Accessories,North,2,1168,172.18
2723,2022-08-26,Tablet,Electronics,South,9,7362,441.36
2724,2023-10-17,Smartwatch,Electronics,West,2,862,105.97
2725,2023-10-25,Mouse,Accessories,West,1,956,167.16
2726,2022-06-07,Smartphone,Electronics,West,7,4438,770.3
2727,2023-10-10,Keyboard,Accessories,East,9,972,100.0
2728,2022-09-02,Keyboard,Accessories,West,2,1816,129.24
2729,2023-04-25,Monitor,Accessories,East,4,596,105.89
2730,2024-03-24,Mouse,Accessories,East,9,1233,346.9
2731,2023-01-09,Headphones,Accessories,West,1,1055,88.61
2732,2022-11-13,Tablet,Electronics,East,2,952,112.39
2733,2023-03-04,Mouse,Accessories,West,1,312,40.47
2734,2022-02-12,Tablet,Electronics,South,2,294,35.05
2735,2022-03-28,Smartwatch,Electronics,North,2,474,120.91
2736,2023-06-02,Camera,Electronics,East,2,788,195.15
2737,2022-05-15,Mouse,Accessories,North,8,2760,156.53
2738,2023-10-14,Laptop,Electronics,North,4,908,219.79
2739,2022-10-17,Smartphone,Electronics,East,1,593,133.01
2740,2023-07-16,Headphones,Accessories,South,6,1698,193.42
2741,2024-09-23,Printer,Office,East,1,546,124.1
2742,2022-08-11,Laptop,Electronics,West,5,4380,275.84
2743,2023-06-11,Camera,Electronics,West,4,2472,594.62
2744,2024-04-01,Smartphone,Electronics,East,4,1996,396.63
2745,2024-12-25,Camera,Electronics,West,5,2525,699.74
2746,2022-07-05,Headphones,Accessories,West,9,4041,517.23
2747,2024-07-16,Keyboard,Accessories,South,3,858,246.86
2748,2022-12-14,Keyboard,Accessories,North,9,4221,1238.6
2749,2023-02-16,Tablet,Electronics,East,2,858,73.49
2750,2024-12-05,Keyboard,Accessories,North,1,776,172.19
2751,2023-08-23,Laptop,Electronics,North,7,3654,871.81
2752,2024-02-14,Headphones,Accessories,East,3,384,45.99
2753,2023-09-16,Printer,Office,West,5,535,43.47
2754,2022-11-26,Headphones,Accessories,North,9,7992,1979.53
2755,2024-07-04,Mouse,Accessories,North,7,3892,350.57
2756,2024-02-26,Tablet,Electronics,East,3,2637,468.6
2757,2024-02-12,Mouse,Accessories,South,8,8664,2349.68
2758,2023-10-03,Smartwatch,Electronics,South,6,918,116.87
2759,2024-01-17,Monitor,Accessories,West,5,5625,1006.95
2760,2023-06-02,Tablet,Electronics,West,6,6030,511.7
2761,2022-04-22,Printer,Office,West,8,432,98.44
2762,2024-02-21,Laptop,Electronics,South,6,1884,190.58
2763,2023-02-21,Laptop,Electronics,East,9,9225,2526.27
2764,2022-08-04,Printer,Office,North,2,954,71.0
2765,2023-02-07,Smartwatch,Electronics,West,8,7072,1983.42
2766,2024-08-07,Smartphone,Electronics,North,3,342,89.67
2767,2023-02-05,Printer,Office,South,4,2440,410.86
2768,2024-01-22,Mouse,Accessories,South,5,510,82.47
2769,2023-10-12,Smartphone,Electronics,South,1,192,16.47
2770,2023-09-26,Mouse,Accessories,East,5,3600,712.3
2771,2024-06-01,Camera,Electronics,West,7,2597,766.32
2772,2023-08-12,Camera,Electronics,East,4,772,215.62
2773,2023-08-06,Mouse,Accessories,West,2,646,180.5
2774,2024-03-29,Smartphone,Electronics,East,7,2947,809.46
2775,2023-02-21,Laptop,Electronics,South,5,880,255.9
2776,2022-02-11,Camera,Electronics,West,3,1038,219.69
2777,2024-08-05,Printer,Office,West,1,714,209.69
2778,2023-08-04,Laptop,Electronics,South,4,1792,506.56
2779,2022-08-21,Headphones,Accessories,East,6,5874,1386.51
2780,2023-08-13,Smartwatch,Electronics,East,6,2496,332.08
2781,2023-12-13,Smartwatch,Electronics,West,3,795,60.34
2782,2023-01-26,Smartphone,Electronics,East,7,7238,1597.03
2783,2023-08-27,Tablet,Electronics,South,1,430,83.33
2784,2022-01-10,Headphones,Accessories,West,4,1728,239.64
2785,2022-04-07,Monitor,Accessories,South,3,1833,314.79
2786,2023-10-23,Monitor,Accessories,North,7,7280,1682.79
2787,2024-03-01,Smartwatch,Electronics,South,1,814,197.91
2788,2023-03-06,Printer,Office,South,8,4696,410.03
2789,2023-07-27,Mouse,Accessories,South,5,1190,235.64
2790,2024-01-16,Printer,Office,East,1,591,39.06
2791,2023-11-29,Mouse,Accessories,North,9,8100,2203.56
2792,2024-04-06,Laptop,Electronics,South,6,1500,183.31
2793,2024-07-26,Smartwatch,Electronics,North,2,300,48.69
2794,2023-05-31,Smartwatch,Electronics,North,9,1098,106.97
2795,2024-05-28,Monitor,Accessories,West,4,2336,509.49
2796,2022-10-05,Camera,Electronics,North,5,410,40.96
2797,2023-10-09,Mouse,Accessories,South,9,594,51.49
2798,2023-09-20,Smartwatch,Electronics,East,2,218,38.93
2799,2023-03-25,Tablet,Electronics,South,2,1298,123.9
2800,2024-03-28,Tablet,Electronics,North,5,895,180.64
2801,2023-07-31,Keyboard,Accessories,West,4,2828,539.43
2802,2023-11-15,Tablet,Electronics,West,3,813,188.94
2803,2024-06-19,Monitor,Accessories,West,4,1800,170.19
2804,2024-07-24,Tablet,Electronics,West,1,99,12.79
2805,2022-09-15,Headphones,Accessories,West,8,7576,1703.42
2806,2024-01-24,Smartwatch,Electronics,East,3,1317,71.02
2807,2024-03-21,Smartwatch,Electronics,West,3,957,120.27
2808,2022-01-17,Mouse,Accessories,South,4,1316,244.13
2809,2024-12-20,Headphones,Accessories,South,6,5346,351.93
2810,2023-03-07,Smartphone,Electronics,East,1,464,66.26
2811,2022-09-28,Keyboard,Accessories,North,7,3752,835.34
2812,2024-07-01,Keyboard,Accessories,West,6,1962,301.57
2813,2024-11-27,Smartphone,Electronics,South,6,2310,202.98
2814,2023-03-01,Tablet,Electronics,East,4,3028,685.23
2815,2023-07-22,Monitor,Accessories,North,3,2994,877.92
2816,2024-06-18,Tablet,Electronics,South,3,3393,313.45
2817,2024-11-08,Camera,Electronics,North,3,1209,320.61
2818,2022-11-18,Keyboard,Accessories,East,8,5784,1276.57
2819,2022-03-10,Laptop,Electronics,West,9,3078,285.05
2820,2024-01-18,Printer,Office,South,4,2464,602.3
2821,2024-12-14,Camera,Electronics,West,5,2445,146.6
2822,2023-02-24,Keyboard,Accessories,North,8,5312,841.13
2823,2022-03-31,Keyboard,Accessories,South,1,657,101.85
2824,2024-05-17,Keyboard,Accessories,South,3,2580,173.89
2825,2022-10-05,Laptop,Electronics,East,8,4624,893.74
2826,2023-11-22,Smartwatch,Electronics,North,2,1258,146.7
2827,2024-07-28,Camera,Electronics,East,7,6468,398.23
2828,2023-05-24,Monitor,Accessories,West,3,1359,152.85
2829,2024-11-28,Laptop,Electronics,North,1,104,18.67
2830,2023-03-01,Headphones,Accessories,South,3,1785,93.17
2831,2022-06-04,Monitor,Accessories,North,8,7728,1748.26
2832,2023-05-27,Smartphone,Electronics,West,6,4188,1231.16
2833,2022-06-25,Smartwatch,Electronics,South,8,3520,359.84
2834,2023-08-12,Camera,Electronics,East,3,2280,365.17
2835,2024-07-09,Printer,Office,North,9,2484,655.54
2836,2024-04-17,Tablet,Electronics,West,3,1248,348.19
2837,2023-12-12,Smartwatch,Electronics,West,2,850,59.92
2838,2022-01-07,Printer,Office,East,4,1412,150.13
2839,2022-05-30,Headphones,Accessories,North,1,465,26.5
2840,2024-05-28,Printer,Office,West,1,293,29.58
2841,2022-01-01,Tablet,Electronics,North,9,9234,2523.67
2842,2022-12-01,Tablet,Electronics,North,2,1298,239.45
2843,2024-08-07,Printer,Office,East,9,9477,2443.62
2844,2024-05-29,Printer,Office,South,7,6713,457.99
2845,2022-04-25,Laptop,Electronics,South,5,5700,999.26
2846,2024-07-29,Camera,Electronics,West,6,4146,700.46
2847,2023-10-11,Tablet,Electronics,North,8,6968,704.55
2848,2024-09-09,Camera,Electronics,East,2,1054,243.5
2849,2022-03-15,Keyboard,Accessories,West,3,1983,453.09
2850,2023-10-26,Keyboard,Accessories,South,5,875,70.72
2851,2023-09-25,Printer,Office,North,2,268,63.01
2852,2024-07-17,Headphones,Accessories,West,6,5370,1045.1
2853,2024-01-10,Monitor,Accessories,West,8,3624,1071.43
2854,2024-09-22,Smartwatch,Electronics,West,4,1932,301.16
2855,2022-09-05,Smartphone,Electronics,North,7,6020,384.74
2856,2024-05-02,Headphones,Accessories,East,5,1775,234.67
2857,2023-03-09,Smartwatch,Electronics,West,3,1488,382.09
2858,2024-09-21,Keyboard,Accessories,East,6,6720,1113.56
2859,2022-04-06,Mouse,Accessories,East,7,5047,1356.23
2860,2022-03-07,Tablet,Electronics,East,5,3735,957.13
2861,2024-02-26,Keyboard,Accessories,East,5,1250,120.74
2862,2022-01-11,Tablet,Electronics,North,7,2751,548.05
2863,2023-07-14,Laptop,Electronics,East,9,468,58.98
2864,2023-07-06,Printer,Office,North,4,632,114.82
2865,2022-09-15,Keyboard,Accessories,South,7,798,219.2
2866,2022-01-28,Smartwatch,Electronics,South,5,1295,104.26
2867,2024-12-10,Camera,Electronics,West,4,3360,540.38
2868,2023-06-11,Camera,Electronics,North,5,995,206.95
2869,2024-12-20,Smartwatch,Electronics,East,5,550,28.72
2870,2023-02-27,Monitor,Accessories,West,8,5384,724.8
2871,2023-11-19,Printer,Office,East,3,3534,489.06
2872,2024-02-20,Smartphone,Electronics,West,9,6813,890.05
2873,2023-11-27,Smartwatch,Electronics,East,6,5508,1632.37
2874,2022-01-27,Headphones,Accessories,East,1,966,202.53
2875,2024-07-04,Mouse,Accessories,South,4,460,92.24
2876,2023-06-26,Smartphone,Electronics,North,6,7026,459.4
2877,2024-05-24,Smartphone,Electronics,South,5,910,116.47
2878,2022-08-22,Monitor,Accessories,West,9,5796,1729.18
2879,2022-09-28,Monitor,Accessories,North,3,1050,292.64
2880,2024-05-28,Mouse,Accessories,West,1,1043,151.13
2881,2022-10-08,Printer,Office,South,3,3330,503.85
2882,2022-01-19,Mouse,Accessories,East,8,1896,448.53
2883,2023-04-29,Camera,Electronics,West,5,5170,1248.66
2884,2023-04-24,Printer,Office,North,2,466,25.04
2885,2023-06-15,Mouse,Accessories,North,8,6032,1636.61
2886,2023-03-22,Camera,Electronics,South,1,1084,103.06
2887,2023-09-20,Keyboard,Accessories,North,2,490,45.34
2888,2022-06-30,Monitor,Accessories,North,6,558,57.01
2889,2024-02-18,Monitor,Accessories,East,4,4024,787.06
2890,2023-02-02,Mouse,Accessories,East,4,1560,461.15
2891,2024-03-08,Laptop,Electronics,North,1,126,26.62
2892,2023-10-08,Mouse,Accessories,South,7,4921,827.87
2893,2023-10-10,Headphones,Accessories,West,5,2665,532.76
2894,2023-04-05,Headphones,Accessories,South,4,200,58.42
2895,2024-08-01,Smartwatch,Electronics,East,2,186,32.48
2896,2024-10-12,Monitor,Accessories,South,8,5456,898.06
2897,2022-07-29,Smartwatch,Electronics,West,9,3321,540.67
2898,2024-02-13,Headphones,Accessories,North,7,3766,914.49
2899,2022-05-07,Keyboard,Accessories,West,6,3150,498.63
2900,2022-05-19,Laptop,Electronics,East,2,646,110.13
2901,2022-08-12,Smartphone,Electronics,South,5,2665,369.73
2902,2023-10-13,Smartwatch,Electronics,North,9,1467,384.22
2903,2024-07-05,Tablet,Electronics,North,7,4620,990.79
2904,2023-03-17,Tablet,Electronics,West,8,1184,148.69
2905,2023-11-01,Camera,Electronics,East,1,113,20.07
2906,2024-10-02,Printer,Office,East,8,3336,492.76
2907,2023-04-09,Smartphone,Electronics,South,4,4224,477.33
2908,2022-07-09,Headphones,Accessories,North,3,1098,144.24
2909,2024-03-10,Camera,Electronics,South,8,4400,351.82
2910,2022-05-08,Printer,Office,North,8,5616,723.42
2911,2024-03-02,Printer,Office,North,7,4676,520.38
2912,2022-07-19,Smartwatch,Electronics,North,2,2370,641.23
2913,2023-01-24,Mouse,Accessories,West,7,4487,688.76
2914,2024-10-01,Camera,Electronics,North,6,6384,1754.15
2915,2023-03-30,Keyboard,Accessories,South,8,2960,878.11
2916,2022-03-24,Smartwatch,Electronics,East,1,897,250.78
2917,2023-03-25,Smartphone,Electronics,East,2,1178,120.51
2918,2023-01-20,Smartwatch,Electronics,East,2,1026,64.51
2919,2022-05-22,Printer,Office,South,1,1148,89.04
2920,2023-02-15,Printer,Office,West,7,3185,765.41
2921,2022-03-03,Smartphone,Electronics,East,7,5180,463.35
2922,2022-11-02,Headphones,Accessories,South,5,2025,295.13
2923,2024-12-24,Tablet,Electronics,North,9,1359,187.72
2924,2023-03-30,Camera,Electronics,South,4,1836,462.52
2925,2022-12-03,Tablet,Electronics,West,2,702,112.04
2926,2024-12-07,Smartphone,Electronics,West,8,6576,1337.38
2927,2024-03-07,Smartwatch,Electronics,West,2,1428,398.24
2928,2023-01-08,Camera,Electronics,North,7,6853,1259.03
2929,2022-05-16,Camera,Electronics,West,2,1492,276.56
2930,2024-04-29,Printer,Office,North,6,1938,146.73
2931,2023-01-08,Camera,Electronics,South,5,905,70.91
2932,2022-02-25,Printer,Office,North,3,2571,510.01
2933,2024-04-08,Tablet,Electronics,West,4,1500,127.81
2934,2023-03-17,Smartwatch,Electronics,South,9,8712,1034.27
2935,2024-07-23,Monitor,Accessories,East,4,1308,368.28
2936,2024-03-06,Smartphone,Electronics,South,4,2648,707.32
2937,2022-03-18,Camera,Electronics,South,9,9810,1666.96
2938,2024-05-03,Headphones,Accessories,North,3,3291,274.1
2939,2022-09-22,Smartwatch,Electronics,North,1,758,96.44
2940,2022-09-29,Keyboard,Accessories,East,7,2436,715.14
2941,2024-06-01,Smartwatch,Electronics,North,7,560,163.16
2942,2022-10-20,Smartphone,Electronics,West,8,4240,519.72
2943,2024-09-05,Monitor,Accessories,East,8,5416,403.52
2944,2023-07-16,Smartphone,Electronics,East,8,1728,477.7
2945,2023-07-15,Keyboard,Accessories,West,9,6309,801.15
2946,2023-08-08,Keyboard,Accessories,North,8,3400,758.57
2947,2022-04-29,Laptop,Electronics,East,1,403,72.45
2948,2022-12-17,Keyboard,Accessories,South,4,2108,375.62
2949,2022-09-30,Headphones,Accessories,West,2,1090,296.12
2950,2022-11-06,Keyboard,Accessories,North,7,1274,317.92
2951,2024-04-11,Mouse,Accessories,South,3,1056,70.54
2952,2023-06-01,Mouse,Accessories,North,9,5247,921.09
2953,2023-11-06,Mouse,Accessories,West,7,6006,1595.22
2954,2024-01-18,Monitor,Accessories,West,5,5415,1261.65
2955,2022-02-24,Smartphone,Electronics,West,1,632,81.54
2956,2024-01-31,Printer,Office,West,8,6160,947.96
2957,2023-05-26,Printer,Office,South,1,857,172.91
2958,2023-01-28,Tablet,Electronics,East,1,169,22.99
2959,2023-10-01,Tablet,Electronics,West,7,1463,175.13
2960,2022-12-18,Camera,Electronics,East,8,7528,1283.07
2961,2022-12-24,Smartwatch,Electronics,West,2,1158,227.61
2962,2022-06-17,Monitor,Accessories,West,4,200,20.25
2963,2023-01-01,Smartphone,Electronics,West,2,1514,180.67
2964,2024-07-07,Smartwatch,Electronics,South,7,2632,738.93
2965,2022-07-31,Keyboard,Accessories,North,1,358,77.84
2966,2023-06-04,Camera,Electronics,East,8,2360,653.3
2967,2023-08-29,Keyboard,Accessories,South,5,5275,594.29
2968,2023-04-06,Monitor,Accessories,East,9,1719,251.85
2969,2023-02-04,Smartphone,Electronics,West,6,1956,434.03
2970,2022-08-27,Keyboard,Accessories,West,3,1875,152.07
2971,2022-06-13,Monitor,Accessories,South,4,984,157.72
2972,2023-08-20,Camera,Electronics,South,4,3616,789.63
2973,2024-10-18,Tablet,Electronics,West,5,4560,1180.8
2974,2024-09-14,Smartphone,Electronics,West,8,7496,2019.32
2975,2022-08-17,Camera,Electronics,North,5,5070,889.97
2976,2022-04-21,Smartwatch,Electronics,North,5,4505,1351.28
2977,2022-01-13,Tablet,Electronics,South,2,1916,503.83
2978,2024-08-28,Camera,Electronics,West,7,8113,1103.57
2979,2022-08-13,Laptop,Electronics,North,9,1809,392.44
2980,2023-09-01,Laptop,Electronics,South,3,1227,229.75
2981,2023-07-20,Laptop,Electronics,South,6,2040,124.65
2982,2022-12-22,Tablet,Electronics,West,6,6324,629.2
2983,2023-03-25,Printer,Office,North,3,2724,521.24
2984,2023-05-14,Laptop,Electronics,South,1,1188,110.32
2985,2024-01-23,Keyboard,Accessories,East,8,8776,1561.07
2986,2023-03-25,Laptop,Electronics,South,9,5553,1432.76
2987,2022-08-27,Smartphone,Electronics,South,2,970,262.19
2988,2022-07-15,Keyboard,Accessories,South,5,940,56.7
2989,2024-07-08,Printer,Office,East,1,1175,171.51
2990,2022-11-07,Laptop,Electronics,East,9,4860,1425.54
2991,2022-10-18,Headphones,Accessories,North,1,987,207.69
2992,2024-05-17,Camera,Electronics,East,7,2968,485.13
2993,2022-03-09,Mouse,Accessories,East,3,2172,364.77
2994,2022-01-01,Headphones,Accessories,South,7,3941,628.96
2995,2022-06-22,Headphones,Accessories,North,7,2261,566.36
2996,2022-07-15,Smartwatch,Electronics,West,9,8802,2519.93
2997,2023-03-15,Printer,Office,South,5,3025,172.43
2998,2022-01-16,Printer,Office,North,4,4428,600.55
2999,2024-10-28,Mouse,Accessories,West,9,7344,1417.84
3000,2024-08-23,Keyboard,Accessories,East,4,2236,167.78
3001,2024-11-24,Smartphone,Electronics,South,8,536,57.08
3002,2024-10-20,Monitor,Accessories,North,5,1980,249.22
3003,2022-01-26,Printer,Office,East,6,2100,202.86
3004,2023-04-16,Smartwatch,Electronics,West,3,1497,122.76
3005,2024-07-18,Laptop,Electronics,North,6,4200,1013.7
3006,2022-11-21,Headphones,Accessories,South,2,1242,191.82
3007,2022-11-29,Smartwatch,Electronics,South,5,1570,312.81
3008,2023-07-01,Monitor,Accessories,East,4,428,86.62
3009,2023-02-02,Printer,Office,South,1,914,270.74
3010,2024-12-13,Tablet,Electronics,North,3,465,98.93
3011,2022-08-27,Smartwatch,Electronics,North,2,1062,83.49
3012,2022-05-26,Camera,Electronics,South,8,8720,1984.11
3013,2024-02-04,Mouse,Accessories,South,6,1308,343.61
3014,2024-12-12,Headphones,Accessories,South,9,8514,1291.97
3015,2023-02-07,Tablet,Electronics,North,2,1212,151.07
3016,2023-04-24,Headphones,Accessories,West,4,2576,503.57
3017,2023-09-26,Keyboard,Accessories,East,8,4800,606.19
3018,2022-10-02,Smartwatch,Electronics,East,5,1440,274.54
3019,2022-09-12,Smartwatch,Electronics,North,9,10251,737.45
3020,2023-01-18,Smartphone,Electronics,North,7,3038,570.98
3021,2022-11-24,Monitor,Accessories,West,9,6993,1945.56
3022,2024-03-07,Monitor,Accessories,East,4,1632,247.88
3023,2024-10-07,Keyboard,Accessories,East,9,5706,1704.8
3024,2022-08-29,Camera,Electronics,North,9,9657,1187.22
3025,2022-01-31,Smartwatch,Electronics,East,5,4405,450.83
3026,2023-12-14,Keyboard,Accessories,East,4,1720,360.78
3027,2023-08-13,Camera,Electronics,South,7,4557,234.62
3028,2024-12-12,Headphones,Accessories,West,7,2380,431.43
3029,2022-02-11,Headphones,Accessories,North,8,456,74.99
3030,2023-11-16,Camera,Electronics,East,6,6534,355.03
3031,2022-03-04,Smartphone,Electronics,North,6,3456,307.46
3032,2022-06-29,Keyboard,Accessories,West,9,8163,2352.46
3033,2023-08-28,Headphones,Accessories,North,6,4656,601.71
3034,2022-09-16,Smartphone,Electronics,West,2,966,241.54
3035,2022-12-02,Mouse,Accessories,East,4,2580,669.67
3036,2022-10-02,Camera,Electronics,South,9,8127,1906.5
3037,2022-05-19,Smartwatch,Electronics,South,4,2128,614.05
3038,2022-06-05,Smartphone,Electronics,South,9,6417,1100.52
3039,2022-06-11,Keyboard,Accessories,East,7,3997,494.78
3040,2023-03-14,Laptop,Electronics,West,1,879,149.52
3041,2023-11-17,Laptop,Electronics,North,3,2415,538.39
3042,2024-09-27,Camera,Electronics,West,4,1064,314.84
3043,2022-02-17,Mouse,Accessories,South,4,1156,326.92
3044,2022-05-12,Smartphone,Electronics,North,1,1184,218.27
3045,2022-02-05,Keyboard,Accessories,South,3,1950,211.16
3046,2022-08-29,Laptop,Electronics,South,4,1088,295.09
3047,2023-12-04,Printer,Office,South,6,4380,522.3
3048,2024-04-20,Camera,Electronics,South,1,998,196.17
3049,2024-05-25,Smartphone,Electronics,East,6,5766,675.17
3050,2024-10-09,Tablet,Electronics,West,6,3120,274.65
3051,2022-03-07,Printer,Office,East,7,637,68.11
3052,2023-10-26,Laptop,Electronics,West,6,3306,697.74
3053,2022-05-31,Monitor,Accessories,South,6,7020,726.72
3054,2022-09-16,Camera,Electronics,South,7,5971,502.14
3055,2023-11-22,Laptop,Electronics,North,2,750,77.68
3056,2024-04-26,Tablet,Electronics,North,3,2379,523.0
3057,2022-08-21,Camera,Electronics,North,1,699,108.94
3058,2023-01-16,Camera,Electronics,West,9,6876,1895.24
3059,2022-02-02,Monitor,Accessories,North,8,1800,494.02
3060,2024-07-11,Tablet,Electronics,South,5,1255,236.25
3061,2022-06-04,Smartwatch,Electronics,East,9,1998,343.58
3062,2022-11-26,Headphones,Accessories,East,1,307,80.19
3063,2024-06-25,Printer,Office,West,1,235,54.87
3064,2023-11-01,Monitor,Accessories,South,6,1506,407.73
3065,2024-10-26,Tablet,Electronics,North,8,2464,216.51
3066,2023-05-12,Smartwatch,Electronics,South,2,322,42.03
3067,2023-03-04,Printer,Office,West,4,1100,100.02
3068,2022-03-08,Keyboard,Accessories,South,4,2188,265.54
3069,2023-12-22,Printer,Office,West,9,2934,473.34
3070,2022-11-04,Headphones,Accessories,South,8,9224,514.06
3071,2022-12-15,Monitor,Accessories,East,4,2436,142.81
3072,2022-09-23,Smartwatch,Electronics,West,4,972,97.55
3073,2024-10-03,Laptop,Electronics,South,6,5484,540.4
3074,2024-10-17,Camera,Electronics,West,8,3152,337.36
3075,2024-03-22,Keyboard,Accessories,East,8,6032,870.17
3076,2023-04-10,Camera,Electronics,West,7,6384,1324.49
3077,2023-07-10,Printer,Office,East,5,3705,707.08
3078,2022-11-04,Smartwatch,Electronics,South,6,5580,394.03
3079,2022-04-16,Camera,Electronics,East,2,1236,120.74
3080,2023-04-02,Camera,Electronics,North,8,7040,1969.93
3081,2024-06-11,Camera,Electronics,East,9,909,138.04
3082,2024-12-26,Mouse,Accessories,South,1,106,7.24
3083,2024-11-12,Smartwatch,Electronics,South,1,281,67.85
3084,2022-09-25,Camera,Electronics,East,6,6768,1851.01
3085,2023-03-07,Laptop,Electronics,West,6,4302,276.35
3086,2022-11-19,Smartphone,Electronics,North,9,7146,2125.44
3087,2023-02-16,Smartphone,Electronics,South,3,582,48.08
3088,2024-08-01,Headphones,Accessories,North,6,576,162.75
3089,2023-09-24,Keyboard,Accessories,South,5,4265,796.12
3090,2023-06-24,Smartwatch,Electronics,East,8,5368,333.53
3091,2023-12-04,Headphones,Accessories,South,1,314,66.23
3092,2024-12-24,Tablet,Electronics,West,6,2676,646.7
3093,2022-02-13,Laptop,Electronics,North,4,3384,947.52
3094,2023-07-20,Mouse,Accessories,West,6,3186,794.94
3095,2024-12-20,Smartwatch,Electronics,South,4,1832,528.69
3096,2024-11-02,Printer,Office,South,8,4784,769.91
3097,2024-02-16,Tablet,Electronics,West,1,381,63.18
3098,2022-11-29,Smartphone,Electronics,South,9,4527,677.34
3099,2022-05-25,Printer,Office,South,4,1612,240.42
3100,2023-10-04,Printer,Office,East,2,1918,435.56
3101,2024-01-04,Camera,Electronics,East,1,179,42.37
3102,2024-05-31,Smartwatch,Electronics,West,3,3153,224.29
